ACC,std_ACC,MCC,std_MCC,F1,std_F1,balanced_ACC,std_balanced_ACC,kappa,std_kappa,gmean,std_gmean
0.8040,0.08,0.5927,0.15,0.8387,0.07,0.7917,0.07,0.5857,0.15,0.7873,0.07
